generation,fitness,Acc,F1,EM,PPL,C,is_elite,eta,pdrop,weight_decay,p_lora,batch_size,epochs,lora_r,alpha,k_layers,seq_len,quant
3,0.6401221977753926,0.9994897959183673,0.9971590909090909,0.875,1.5250970022386017,0.9166666666666666,0,8.00686324294766e-05,0.03197146059139824,0.0022367627380417343,0.07456215320212643,16,3,8,16,0.75,512,8
3,0.6387499254915797,0.9769736842105263,0.9769736842105263,0.875,1.478472583990512,0.8333333333333334,0,8.184365432292742e-05,0.03855568503391216,0.008829682943996605,0.06558407276117273,8,4,8,16,0.75,512,8
3,0.6373028878841484,0.9769736842105263,0.9769736842105263,0.875,1.5000221776342122,0.8333333333333334,0,8.066406590059695e-05,0.028334768475413274,0.008830001625922214,0.06620121312660765,8,4,8,16,0.75,512,8
3,0.6027114286402543,0.976373357562203,0.9819151884700665,0.75,1.5389258684184164,0.9166666666666666,0,0.00010129510403285946,0.10309686158859097,0.009645662171381467,0.06693628577056422,16,3,16,32,0.5,512,8
3,0.5994216777105181,0.9359214198499912,0.9500279433681074,0.75,1.5122994582557587,0.75,0,0.00010429946655704164,0.1994651555978322,0.0013833174489085588,0.07467579174448155,8,3,8,16,0.75,512,8
3,0.5939331006977642,0.9457236842105263,0.9457236842105263,0.75,1.4943297296736306,0.8333333333333334,0,8.170437082120924e-05,0.03509229144740221,0.008829748599118056,0.06580262633242877,8,4,8,16,0.75,512,8
3,0.5847031426538274,0.9134053081421503,0.9298425366695428,0.75,1.5414323906032439,0.75,0,9.050497385553353e-05,0.19925220995315363,0.008896976686099428,0.08222664034732126,8,3,8,32,0.75,512,4
3,0.3906967352748567,0.8021070010753496,0.823461620917932,0.25,1.5995758706010992,1.0,0,9.461343535451571e-05,0.17188334746695566,0.001602272310546845,0.0719422923890325,16,4,8,32,0.5,512,8
4,0.6594186858170716,0.9994897959183673,0.9971590909090909,0.875,1.4855124580362677,0.75,1,9.050497385553353e-05,0.19925220995315363,0.008896976686099428,0.08222664034732126,8,3,8,16,0.75,512,8
4,0.6454527029865667,0.9769736842105263,0.9769736842105263,0.875,1.5027775193017738,0.75,0,0.00010555385654915066,0.19925220995315363,0.008896976686099428,0.08222664034732126,8,3,8,16,0.75,512,8
4,0.6401221977753926,0.9994897959183673,0.9971590909090909,0.875,1.5250970022386017,0.9166666666666666,0,8.00686324294766e-05,0.03197146059139824,0.0022367627380417343,0.07456215320212643,16,3,8,16,0.75,512,8
4,0.6387800241096306,0.9994897959183673,0.9971590909090909,0.875,1.5457044370050954,0.9166666666666666,0,7.986945745889197e-05,0.040462201303707965,0.0021345935792900323,0.0742216165184309,16,3,32,16,0.75,512,8
4,0.6387499254915797,0.9769736842105263,0.9769736842105263,0.875,1.478472583990512,0.8333333333333334,0,8.184365432292742e-05,0.03855568503391216,0.008829682943996605,0.06558407276117273,8,4,8,16,0.75,512,8
4,0.6373028878841484,0.9769736842105263,0.9769736842105263,0.875,1.5000221776342122,0.8333333333333334,0,8.066406590059695e-05,0.028334768475413274,0.008830001625922214,0.06620121312660765,8,4,8,16,0.75,512,8
4,0.6027114286402543,0.976373357562203,0.9819151884700665,0.75,1.5389258684184164,0.9166666666666666,0,0.00010129510403285946,0.10309686158859097,0.009645662171381467,0.06693628577056422,16,3,16,32,0.5,512,8
4,0.5994216777105181,0.9359214198499912,0.9500279433681074,0.75,1.5122994582557587,0.75,0,0.00010429946655704164,0.1994651555978322,0.0013833174489085588,0.07467579174448155,8,3,8,16,0.75,512,8
4,0.5939331006977642,0.9457236842105263,0.9457236842105263,0.75,1.4943297296736306,0.8333333333333334,0,8.170437082120924e-05,0.03509229144740221,0.008829748599118056,0.06580262633242877,8,4,8,16,0.75,512,8
4,0.33824039626766533,0.7174645903459823,0.7718648165594997,0.125,1.6524365980347644,0.8333333333333334,0,0.00015706522193798482,0.17244209765676383,0.005375110669798392,0.07026652575018552,8,4,32,32,0.5,512,4
5,0.6594186858170716,0.9994897959183673,0.9971590909090909,0.875,1.4855124580362677,0.75,1,9.050497385553353e-05,0.19925220995315363,0.008896976686099428,0.08222664034732126,8,3,8,16,0.75,512,8
5,0.6454527029865667,0.9769736842105263,0.9769736842105263,0.875,1.5027775193017738,0.75,0,0.00010555385654915066,0.19925220995315363,0.008896976686099428,0.08222664034732126,8,3,8,16,0.75,512,8
5,0.6417127274542671,0.9731012658227848,0.9731012658227848,0.875,1.5242162147455747,0.75,0,9.050497385553353e-05,0.19925220995315363,0.008896976686099428,0.07631523380028975,8,3,8,16,0.75,512,4
5,0.6401221977753926,0.9994897959183673,0.9971590909090909,0.875,1.5250970022386017,0.9166666666666666,0,8.00686324294766e-05,0.03197146059139824,0.0022367627380417343,0.07456215320212643,16,3,8,16,0.75,512,8
5,0.6387800241096306,0.9994897959183673,0.9971590909090909,0.875,1.5457044370050954,0.9166666666666666,0,7.986945745889197e-05,0.040462201303707965,0.0021345935792900323,0.0742216165184309,16,3,32,16,0.75,512,8
5,0.6387499254915797,0.9769736842105263,0.9769736842105263,0.875,1.478472583990512,0.8333333333333334,0,8.184365432292742e-05,0.03855568503391216,0.008829682943996605,0.06558407276117273,8,4,8,16,0.75,512,8
5,0.6373028878841484,0.9769736842105263,0.9769736842105263,0.875,1.5000221776342122,0.8333333333333334,0,8.066406590059695e-05,0.028334768475413274,0.008830001625922214,0.06620121312660765,8,4,8,16,0.75,512,8
5,0.6211910432302639,0.9769736842105263,0.9769736842105263,0.875,1.4917227691585324,1.0,0,0.00010555385654915066,0.19940926127287806,0.008896976686099428,0.08222664034732126,16,4,8,16,0.75,512,8
5,0.46941832573307013,0.8384053081421503,0.7860925366695427,0.5,1.536197607404057,0.75,0,0.00013294484974157397,0.024549609977588017,0.007249107570676483,0.08939700280948029,8,3,32,32,0.75,512,4
5,0.45831193103972306,0.8953393553325486,0.8625541970364374,0.25,1.553579070282286,0.75,0,9.959918199558625e-05,0.09007523164087783,0.002579217595475255,0.0637649489918456,8,3,8,32,0.5,512,8
